official,ticker,buy_date,profit,sell_date
"Lee, Susie",QSR,2020/02/05,-24.73,2020/03/16
"Hoeven, John",QCOM,2017/03/02,-4.74,2017/09/21
"Hoeven, John",GIS,2017/04/21,-15.75,2018/05/23
"Shalala, Donna",DBD,2019/03/06,0.05,2019/04/30
"Courtney, Joe",GOOGL,2019/12/31,166.78,2020/08/07
"Phillips, Dean",EMR,2020/03/16,1.09,2020/04/02
"Murray, Patty",MRK,2017/03/16,-1.17,2017/06/15
"Cisneros, Gilbert",XLNX,2020/03/18,44.24,2020/11/03
"Shalala, Donna",FNB,2019/03/06,-0.6,2019/05/15
"Wyden, Ronald L.",VAC,2020/05/26,-9.58,2020/08/03
"Malinowski, Tom",CSLT,2019/10/15,-0.26,2020/07/27
"Perdue Jr., David A.",RL,2020/03/23,10.57,2020/04/14
"Newman, Marie",R,2021/02/19,7.93,2021/03/19
"Foxx, Virginia",SO,2020/06/09,-6.63,2020/08/31
"Capito, Shelley M.",RCL,2017/09/08,-9.34,2018/05/17
"Curtis, John",CMCSA,2020/03/27,22.45,2021/06/22
"Newman, Marie",KR,2021/02/01,0.62,2021/03/05
"Lee, Susie",GPC,2020/06/09,5.25,2020/12/03
"Allen, Richard W.",SSB,2021/02/18,7.63,2021/05/13
"Lee, Susie",LDOS,2020/10/19,6.91,2021/09/24
"Cisneros, Gilbert",ICUI,2020/09/25,26.31,2020/12/23
"Lee, Susie",WM,2020/04/06,19.27,2020/06/05
"Coons, Christopher A.",AAPL,2018/10/24,-4.52,2018/11/05
"Shalala, Donna",CHGCY,2019/02/19,0.12,2019/06/24
"Shalala, Donna",TOL,2019/01/23,1.95,2019/06/24
"Lofgren, Zoe",WMT,2021/09/02,-9.17,2021/10/13
"Whitehouse, Sheldon",TWTR,2016/05/24,4.11,2017/05/24
"Gottheimer, Josh",HQY,2020/04/03,-0.6,2021/12/09
"Shalala, Donna",APLE,2019/03/19,-0.62,2019/06/24
"Inhofe, James M.",KMX,2018/02/09,-0.4,2018/05/03
"Phillips, Dean",AKAM,2020/09/23,-5.14,2020/12/18
"Whitehouse, Sheldon",ESRX,2014/04/29,5.62,2016/07/07
"Gottheimer, Josh",SCHW,2020/11/16,25.97,2021/09/01
"Murray, Patty",WFC,2017/03/16,-4.95,2017/06/15
"Whitehouse, Sheldon",MCK,2016/11/15,6.07,2017/09/20
"Collins, Susan M.",TSCO,2016/12/01,1.05,2018/01/31
"Shalala, Donna",EDIT,2019/03/06,-2.38,2019/06/04
"Schrier, Kim",AAPL,2021/07/27,3.28,2021/11/15
"Gianforte, Greg",WW,2020/03/02,-4.23,2020/11/12
"Gottheimer, Josh",SQ,2020/03/26,188.93,2021/03/15
"Conaway, K. M.",USMC,2020/05/26,3.09,2020/09/08
"Clark, Katherine M.",PHG,2020/11/05,-3.88,2021/09/16
"Brooks, Mo",LEE,2020/11/24,3.85,2021/01/22
"Inhofe, James M.",PRGO,2016/05/23,-7.31,2016/08/12
