	transaction_date	owner	ticker	asset_description	asset_type	type	amount	comment	senator	ptr_link	disclosure_date	disclosure_year	representative	district	cap_gains_over_200_usd
6343	2016/10/19	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/7f11d7eb-a100-4806-bc31-60f83b8177df/	2016/11/02				
6345	2016/10/12	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/7f11d7eb-a100-4806-bc31-60f83b8177df/	2016/11/02				
6374	2016/09/28	Spouse	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/aad1827a-05d8-4b8f-96ed-f3e5f8c925ab/	2016/10/07				
6400	2016/09/21	Joint	EPD	Enterprise Products Partners L.P.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6401	2016/09/21	Joint	ENB	Enbridge Inc.	Stock	Purchase	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6402	2016/09/21	Joint	ENB	Enbridge Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6403	2016/09/15	Joint	ETP	Energy Transfer Partners, L.P.	Stock	Sale (Partial)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6404	2016/09/13	Joint	GEL	Genesis Energy LP	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6405	2016/09/13	Joint	GEL	Genesis Energy LP	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6406	2016/09/13	Joint	GEL	Genesis Energy LP	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6407	2016/09/13	Joint	PAA	Plains All American Pipeline, L.P.	Stock	Purchase	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6408	2016/09/13	Joint	WPZ	Williams Partners L.P.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6410	2016/09/12	Joint	SE	Spectra Energy Corp.	Stock	Sale (Partial)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6414	2016/09/01	Joint	WPX	WPX Energy, Inc.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/079b4d68-f8a1-45a2-b43e-f5569366bfa6/	2016/09/30				
6444	2016/08/05	Self	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9ccfe7a6-66c2-478e-be77-0db00e97d1ab/	2016/09/09				
6459	2016/08/15	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6460	2016/08/11	Joint	WPZ	Williams Partners L.P.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6462	2016/08/10	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6463	2016/08/09	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6464	2016/08/08	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6465	2016/08/05	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/a4d6b0f9-fffb-4709-acaf-7b0966e1820d/	2016/09/01				
6477	2016/07/29	Spouse	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/080681c1-071e-4d56-8b59-3d01657ce768/	2016/08/22				
6484	2016/07/29	Self	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/080681c1-071e-4d56-8b59-3d01657ce768/	2016/08/22				
6488	2016/07/26	Self	AAPL	Apple Inc.	Stock	Sale (Partial)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/080681c1-071e-4d56-8b59-3d01657ce768/	2016/08/22				
6506	2016/08/04	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6508	2016/08/01	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6512	2016/07/27	Joint	ENTG	Entegris, Inc.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6513	2016/07/27	Joint	ENTG	Entegris, Inc.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6517	2016/07/21	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6519	2016/07/21	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6520	2016/07/19	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6521	2016/07/18	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6523	2016/07/15	Joint	PAA	Plains All American Pipeline, L.P.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6524	2016/07/15	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6525	2016/07/15	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6526	2016/07/15	Joint	AM	Antero Midstream Partners LP	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6527	2016/07/14	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6530	2016/07/13	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6531	2016/07/13	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6533	2016/07/12	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/01b2a815-4273-4ee6-8d7a-748599283d2c/	2016/08/05				
6582	2016/07/06	Joint	MPLX	MPLX LP	Stock	Sale (Partial)	$50,001 - $100,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6583	2016/07/06	Joint	ETP	Energy Transfer Partners, L.P.	Stock	Purchase	$50,001 - $100,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6585	2016/06/30	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6587	2016/06/29	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6591	2016/06/28	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6592	2016/06/28	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6594	2016/06/27	Joint	SE	Spectra Energy Corp.	Stock	Sale (Partial)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6597	2016/06/27	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6598	2016/06/27	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6599	2016/06/27	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6603	2016/06/24	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6604	2016/06/24	Joint	FEYE	FireEye, Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/ad77d4e6-49b5-4bff-bbc0-3dca02ad19f3/	2016/07/11				
6646	2016/05/24	Joint	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6649	2016/06/07	Joint	ACN	Accenture plc	Stock	Sale (Full)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6650	2016/06/07	Joint	IBM	International Business Machines Corporation	Stock	Purchase	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6651	2016/05/18	Dependent	NVDA	NVIDIA Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6656	2016/05/18	Self	CERN	Cerner Corporation	Stock	Sale (Full)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6659	2016/05/24	Self	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6660	2016/05/24	Self	TWTR	Twitter, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6661	2016/06/07	Self	IBM	International Business Machines Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/9579d098-4992-4d7a-b7da-75f6b195ed9d/	2016/06/16				
6685	2016/05/02	Joint	WPZ	Williams Partners L.P.	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/36377144-bdc9-478c-977b-1f21e765ba9d/	2016/05/26				
6690	2016/04/12	Spouse	GOOGL	Alphabet Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6695	2016/04/19	Dependent	NVDA	NVIDIA Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6696	2016/04/19	Dependent	VMW	VMware, Inc.	Stock	Sale (Full)	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6699	2016/04/26	Joint	AAPL	Apple Inc.	Stock	Sale (Partial)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6700	2016/05/04	Joint	XER.BE	"XEROX CORP <div class=""text-muted""><em>Rate/Coupon:</em> 4.5%<br> <em>Matures:</em> 05/15/2021</div>"	Corporate Bond	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6704	2016/04/26	Self	NVDA	NVIDIA Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6705	2016/04/26	Self	AAPL	Apple Inc.	Stock	Sale (Partial)	$15,001 - $50,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6706	2016/04/26	Self	LRCX	Lam Research Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/d22782c5-434d-4e49-ac10-64a8deca52b9/	2016/05/23				
6714	2016/04/22	Self	VLO	Valero Energy Corporation	Stock	Purchase	$100,001 - $250,000	--	John Hoeven	https://efdsearch.senate.gov/search/view/ptr/4fcd4d35-4f84-466c-94c7-d372284bfced/	2016/05/12				
6716	2016/04/28	Self	RNWK	RealNetworks Inc.	Stock	Sale (Partial)	$1,001 - $15,000	Sale of two blocks	Maria Cantwell	https://efdsearch.senate.gov/search/view/ptr/03ac42db-829c-4c48-8624-fa9dd85f1ad7/	2016/05/11				
6737	2016/03/31	Spouse	RDS-B	Royal Dutch Shell plc	Stock	Sale (Full)	$1,001 - $15,000	--	William Cassidy	https://efdsearch.senate.gov/search/view/ptr/56cd23d0-e41f-41a4-9f69-d90722af497a/	2016/05/02				
6738	2016/03/31	Spouse	SLB	Schlumberger Limited	Stock	Sale (Partial)	$1,001 - $15,000	--	William Cassidy	https://efdsearch.senate.gov/search/view/ptr/56cd23d0-e41f-41a4-9f69-d90722af497a/	2016/05/02				
6739	2016/03/31	Spouse	OXY	Occidental Petroleum Corporation	Stock	Sale (Full)	$1,001 - $15,000	--	William Cassidy	https://efdsearch.senate.gov/search/view/ptr/56cd23d0-e41f-41a4-9f69-d90722af497a/	2016/05/02				
6741	2016/03/31	Spouse	XOM	Exxon Mobil Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	William Cassidy	https://efdsearch.senate.gov/search/view/ptr/56cd23d0-e41f-41a4-9f69-d90722af497a/	2016/05/02				
6743	2016/03/31	Spouse	CVX	Chevron Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	William Cassidy	https://efdsearch.senate.gov/search/view/ptr/56cd23d0-e41f-41a4-9f69-d90722af497a/	2016/05/02				
6770	2016/04/27	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6771	2016/04/26	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6772	2016/04/22	Joint	MPLX	MPLX LP	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6774	2016/04/21	Joint	PAA	Plains All American Pipeline, L.P.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6775	2016/04/21	Joint	DPM	DCP Midstream Partners LP	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6776	2016/04/21	Joint	DPM	DCP Midstream Partners LP	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6777	2016/04/20	Joint	TRGP	Targa Resources Corp.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6778	2016/04/20	Joint	TRGP	Targa Resources Corp.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6785	2016/04/12	Joint	EPD	Enterprise Products Partners L.P.	Stock	Sale (Partial)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6786	2016/04/11	Joint	AM	Antero Midstream Partners LP	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6793	2016/03/31	Joint	KN	Knowles Corporation	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6794	2016/03/30	Joint	MMP	Magellan Midstream Partners LP	Stock	Sale (Partial)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/3f2bd439-6c08-48d0-9bd7-6e2c010507d9/	2016/04/29				
6820	2016/03/24	Joint	FB	Facebook, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/5c325b70-9ec7-4e64-b9a7-e8d604da0ca2/	2016/04/04				
6828	2016/03/24	Self	CSCO	Cisco Systems, Inc.	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/5c325b70-9ec7-4e64-b9a7-e8d604da0ca2/	2016/04/04				
6829	2016/03/24	Self	LRCX	Lam Research Corporation	Stock	Purchase	$1,001 - $15,000	--	Sheldon Whitehouse	https://efdsearch.senate.gov/search/view/ptr/5c325b70-9ec7-4e64-b9a7-e8d604da0ca2/	2016/04/04				
6831	2016/03/22	Joint	QCOM	QUALCOMM Incorporated	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/9bd025ca-2c03-4314-a7b2-b4b0a2524a00/	2016/03/29				
6832	2016/03/22	Joint	HAL	Halliburton Company	Stock	Sale (Full)	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/9bd025ca-2c03-4314-a7b2-b4b0a2524a00/	2016/03/29				
6882	2016/02/25	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6885	2016/02/23	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6886	2016/02/22	Joint	ETP	Energy Transfer Partners, L.P.	Stock	Purchase	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6887	2016/02/22	Joint	ETP	Energy Transfer Partners, L.P.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6893	2016/02/17	Joint	EPD	Enterprise Products Partners L.P.	Stock	Purchase	$15,001 - $50,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6901	2016/02/16	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6902	2016/02/16	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6904	2016/02/12	Joint	MSFT	Microsoft Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6905	2016/02/12	Joint	KN	Knowles Corporation	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6906	2016/02/12	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6907	2016/02/12	Joint	MSFT	Microsoft Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6910	2016/02/11	Joint	AAPL	Apple Inc.	Stock	Purchase	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6912	2016/02/11	Joint	MSFT	Microsoft Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
6913	2016/02/11	Joint	MSFT	Microsoft Corporation	Stock	Sale (Partial)	$1,001 - $15,000	--	David A Perdue , Jr	https://efdsearch.senate.gov/search/view/ptr/b21ef800-2a0b-4c11-8ae1-8b743ade8166/	2016/03/01				
