official,ticker,tdate_purch_og,tdate_purch_edited,0. one_week,profit one_week,1. two_weeks,profit two_weeks,2. four_weeks,profit four_weeks,3. eight_weeks,profit eight_weeks,4. sixteen_weeks,profit sixteen_weeks,5. thirty_two_weeks,profit thirty_two_weeks,6. year,profit year
"Perdue Jr., David A.",LYV,2020/04/03,2020/04/03,2020/04/10,0.2166,2020/04/17,0.2442,2020/05/01,0.3506,2020/05/29,0.5543,2020/07/24,0.5297,2020/11/13,1.0639,2021/04/02,1.8201
"Wittman, Robert J.",HD,2020/07/02,2020/07/02,2020/07/09,-0.0067,2020/07/16,0.0325,2020/07/30,0.0573,2020/08/27,0.1585,2020/10/22,0.1322,2021/02/11,0.112,2021/07/01,0.2798
"Hern, Kevin",SU,2020/07/27,2020/07/27,2020/08/03,-0.0413,2020/08/10,-0.0012,2020/08/24,-0.0172,2020/09/21,-0.231,2020/11/16,-0.115,2021/03/08,0.3246,2021/07/26,0.2764
"McConnell Jr., A. M.",WFC,2017/12/05,2017/12/05,2017/12/12,0.0207,2017/12/19,0.0402,2018/01/02,0.0446,2018/01/30,0.1229,2018/03/27,-0.1143,2018/07/17,-0.029,2018/12/04,-0.0971
"Gottheimer, Josh",CVNA,2020/10/26,2020/10/26,2020/11/02,-0.0727,2020/11/09,0.0061,2020/11/23,0.2045,2020/12/21,0.3535,2021/02/15,0.5133,2021/06/07,0.3912,2021/10/25,0.4757
"Collins, Susan M.",JPM,2018/05/08,2018/05/08,2018/05/15,0.0266,2018/05/22,0.027,2018/06/05,-0.0238,2018/07/03,-0.0513,2018/08/28,0.0561,2018/12/18,-0.098,2019/05/07,0.0258
"Perdue Jr., David A.",KN,2015/04/23,2015/04/23,2015/04/30,-0.1265,2015/05/07,-0.1629,2015/05/21,-0.1016,2015/06/18,-0.0983,2015/08/13,-0.2062,2015/12/03,-0.2564,2016/04/21,-0.3866
"Gianforte, Greg",ALC,2020/06/05,2020/06/05,2020/06/12,-0.077,2020/06/19,-0.027,2020/07/03,-0.059,2020/07/31,-0.0326,2020/09/25,-0.1057,2021/01/15,0.1168,2021/06/04,0.1169
"Shalala, Donna",HIW,2019/02/06,2019/02/06,2019/02/13,0.0232,2019/02/20,0.0271,2019/03/06,-0.0013,2019/04/03,0.0292,2019/05/29,-0.0441,2019/09/18,-0.0073,2020/02/05,0.1417
"Gottheimer, Josh",CRNC,2020/11/19,2020/11/19,2020/11/26,0.1935,2020/12/03,0.1438,2020/12/17,0.3269,2021/01/14,0.4727,2021/03/11,0.4646,2021/07/01,0.4423,2021/11/18,0.3906
"Rooney, Francis",DOW,2020/03/24,2020/03/24,2020/03/31,0.0294,2020/04/07,0.1762,2020/04/21,0.0689,2020/05/19,0.2708,2020/07/14,0.4759,2020/11/03,0.7005,2021/03/23,1.1648
"Frankel, Lois",NXPI,2020/01/29,2020/01/29,2020/02/05,0.0104,2020/02/12,0.0303,2020/02/26,-0.0953,2020/03/25,-0.3527,2020/05/20,-0.2239,2020/09/09,-0.0731,2021/01/27,0.2024
"Gottheimer, Josh",AAPL,2020/06/26,2020/06/26,2020/07/03,0.038,2020/07/10,0.0619,2020/07/24,0.0141,2020/08/21,0.3594,2020/10/16,0.3385,2021/02/05,0.5218,2021/06/25,0.4851
"King Jr., Angus S.",SLB,2017/11/28,2017/11/28,2017/12/05,0.0385,2017/12/12,0.0438,2017/12/26,0.0956,2018/01/23,0.285,2018/03/20,0.061,2018/07/10,0.1188,2018/11/27,-0.2541
"Clark, Katherine M.",COST,2020/10/22,2020/10/22,2020/10/29,-0.0251,2020/11/05,0.0209,2020/11/19,0.0195,2020/12/17,-0.0152,2021/02/11,-0.0567,2021/06/03,0.0168,2021/10/21,0.2616
"Collins, Susan M.",TMO,2018/06/04,2018/06/04,2018/06/11,0.0187,2018/06/18,-0.0035,2018/07/02,-0.0389,2018/07/30,0.0816,2018/09/24,0.1356,2019/01/14,0.1093,2019/06/03,0.2562
"Whitehouse, Sheldon",TU,2014/09/18,2014/09/18,2014/09/25,-0.0204,2014/10/02,-0.0327,2014/10/16,-0.064,2014/11/13,0.0369,2015/01/08,-0.0053,2015/04/30,-0.0263,2015/09/17,-0.1046
"Phillips, Dean",WTFC,2020/05/06,2020/05/06,2020/05/13,-0.132,2020/05/20,0.0082,2020/06/03,0.2067,2020/07/01,0.1496,2020/08/26,0.2084,2020/12/16,0.6771,2021/05/05,1.11
"Axne, Cynthia",PGR,2020/06/25,2020/06/25,2020/07/02,0.0131,2020/07/09,-0.0197,2020/07/23,0.1388,2020/08/20,0.1521,2020/10/15,0.2407,2021/02/04,0.11,2021/06/24,0.2132
"Cisneros, Gilbert",SF,2020/07/17,2020/07/17,2020/07/24,-0.0317,2020/07/31,-0.0452,2020/08/14,0.047,2020/09/11,0.0487,2020/11/06,0.2135,2021/02/26,0.8455,2021/07/16,0.9361
"Hoeven, John",ABBV,2014/03/31,2014/03/31,2014/04/07,-0.0067,2014/04/14,-0.0871,2014/04/28,-0.0217,2014/05/26,0.0519,2014/07/21,0.0556,2014/11/10,0.2268,2015/03/30,0.1313
"Langevin, James R.",BYND,2020/01/31,2020/01/31,2020/02/07,0.0249,2020/02/14,0.0159,2020/02/28,-0.2185,2020/03/27,-0.4145,2020/05/22,0.2134,2020/09/11,0.2226,2021/01/29,0.6218
"Axne, Cynthia",CVET,2019/02/06,2019/02/06,2019/02/13,-0.2162,2019/02/20,-0.2182,2019/03/06,-0.2704,2019/04/03,-0.3223,2019/05/29,-0.4604,2019/09/18,-0.7249,2020/02/05,-0.7188
"Frankel, Lois",LOW,2020/09/09,2020/09/09,2020/09/16,0.0681,2020/09/23,0.0138,2020/10/07,0.0637,2020/11/04,0.0645,2020/12/30,0.0176,2021/04/21,0.2904,2021/09/08,0.2834
"Gianforte, Greg",HDELY,2020/03/18,2020/03/18,2020/03/25,0.1153,2020/04/01,0.201,2020/04/15,0.2349,2020/05/13,0.2421,2020/07/08,0.5317,2020/10/28,0.6311,2021/03/17,1.4906
"Perdue Jr., David A.",DISCA,2016/06/29,2016/06/29,2016/07/06,0.0276,2016/07/13,0.0587,2016/07/27,0.0549,2016/08/24,0.091,2016/10/19,0.0545,2017/02/08,0.1476,2017/06/28,0.0904
"Roberts, Pat",SBUX,2015/03/06,2015/03/06,2015/03/13,0.008,2015/03/20,0.0557,2015/04/03,0.0143,2015/05/01,0.0788,2015/06/26,0.1752,2015/10/16,0.2905,2016/03/04,0.2654
"Cisneros, Gilbert",CBOE,2020/11/03,2020/11/03,2020/11/10,0.0115,2020/11/17,0.0174,2020/12/01,0.0782,2020/12/29,0.08,2021/02/23,0.1215,2021/06/15,0.3431,2021/11/02,0.5618
"Roberts, Pat",NFLX,2020/09/04,2020/09/04,2020/09/11,-0.0422,2020/09/18,-0.0743,2020/10/02,0.0155,2020/10/30,-0.0348,2020/12/25,0.0172,2021/04/16,0.0771,2021/09/03,0.1596
"Perdue Jr., David A.",FEYE,2016/10/21,2016/10/21,2016/10/28,-0.0624,2016/11/04,0.0177,2016/11/18,0.1095,2016/12/16,0.0624,2017/02/10,-0.0881,2017/06/02,0.237,2017/10/20,0.3533
"Capito, Shelley M.",ABT,2018/04/24,2018/04/24,2018/05/01,-0.0036,2018/05/08,0.0045,2018/05/22,0.0549,2018/06/19,0.0641,2018/08/14,0.0896,2018/12/04,0.2468,2019/04/23,0.291
"Malinowski, Tom",CSLT,2019/10/16,2019/10/16,2019/10/23,0.0883,2019/10/30,0.1095,2019/11/13,-0.0035,2019/12/11,-0.0742,2020/02/05,-0.1025,2020/05/27,-0.442,2020/10/14,-0.258
"Lee, Susie",HHC,2020/12/29,2020/12/29,2021/01/05,-0.0176,2021/01/12,0.0332,2021/01/26,0.1266,2021/02/23,0.2394,2021/04/20,0.3089,2021/08/10,0.1536,2021/12/28,0.2587
"Beyer, Donald S.",NEE,2020/02/14,2020/02/14,2020/02/21,0.0004,2020/02/28,-0.1039,2020/03/13,-0.2457,2020/04/10,-0.1377,2020/06/05,-0.0831,2020/09/25,0.0032,2021/02/12,0.2029
"Beyer, Donald S.",NKE,2020/01/27,2020/01/27,2020/02/03,0.0039,2020/02/10,0.004,2020/02/24,-0.0322,2020/03/23,-0.3586,2020/05/18,-0.0868,2020/09/07,0.1291,2021/01/25,0.3784
"Phillips, Dean",NTRS,2020/01/15,2020/01/15,2020/01/22,-0.0306,2020/01/29,-0.0653,2020/02/12,-0.0363,2020/03/11,-0.3307,2020/05/06,-0.323,2020/08/26,-0.223,2021/01/13,-0.0801
"Gottheimer, Josh",ALGN,2020/11/11,2020/11/11,2020/11/18,-0.0303,2020/11/25,0.0154,2020/12/09,0.1103,2021/01/06,0.164,2021/03/03,0.1724,2021/06/23,0.3008,2021/11/10,0.5086
"Whitehouse, Sheldon",NVDA,2018/02/15,2018/02/15,2018/02/22,-0.0096,2018/03/01,-0.0361,2018/03/15,0.0211,2018/04/12,-0.0538,2018/06/07,0.0711,2018/09/27,0.0928,2019/02/14,-0.3737
"Capito, Shelley M.",SLB,2018/01/26,2018/01/26,2018/02/02,-0.0447,2018/02/09,-0.1532,2018/02/23,-0.153,2018/03/23,-0.1599,2018/05/18,-0.0421,2018/09/07,-0.2322,2019/01/25,-0.4277
"Hoeven, John",IBM,2017/04/24,2017/04/24,2017/05/01,-0.0089,2017/05/08,-0.0507,2017/05/22,-0.0545,2017/06/19,-0.036,2017/08/14,-0.1158,2017/12/04,-0.0314,2018/04/23,-0.0985
"Clark, Katherine M.",FIS,2020/10/22,2020/10/22,2020/10/29,-0.1203,2020/11/05,-0.0593,2020/11/19,0.0263,2020/12/17,0.0252,2021/02/11,-0.0523,2021/06/03,0.0402,2021/10/21,-0.1269
"Perlmutter, Ed",MSFT,2020/11/12,2020/11/12,2020/11/19,-0.0245,2020/11/26,-0.0075,2020/12/10,-0.0234,2021/01/07,-0.0012,2021/03/04,0.0535,2021/06/24,0.2301,2021/11/11,0.5321
"Roberts, Pat",BIDU,2017/07/31,2017/07/31,2017/08/07,0.0016,2017/08/14,-0.0161,2017/08/28,-0.0152,2017/09/25,0.0385,2017/11/20,0.0601,2018/03/12,0.1783,2018/07/30,0.116
"Beyer, Donald S.",IAU,2020/11/03,2020/11/03,2020/11/10,-0.0143,2020/11/17,-0.0113,2020/12/01,-0.0501,2020/12/29,-0.014,2021/02/23,-0.0545,2021/06/15,-0.0256,2021/11/02,-0.063
"Gianforte, Greg",HSBC,2020/03/18,2020/03/18,2020/03/25,0.0417,2020/04/01,-0.1089,2020/04/15,-0.1059,2020/05/13,-0.1336,2020/07/08,-0.1588,2020/10/28,-0.2782,2021/03/17,0.0441
"Cisneros, Gilbert",RCL,2020/03/18,2020/03/18,2020/03/25,0.7598,2020/04/01,0.2395,2020/04/15,0.5862,2020/05/13,0.5458,2020/07/08,1.1282,2020/10/28,1.3857,2021/03/17,2.9379
"Doggett, Lloyd",KO,2020/07/02,2020/07/02,2020/07/09,-0.015,2020/07/16,0.0266,2020/07/30,0.0576,2020/08/27,0.0753,2020/10/22,0.1258,2021/02/11,0.1126,2021/07/01,0.2007
"Perdue Jr., David A.",DVN,2019/01/04,2019/01/04,2019/01/11,0.0703,2019/01/18,0.1007,2019/02/01,0.1132,2019/03/01,0.2254,2019/04/26,0.3452,2019/08/16,-0.0978,2020/01/03,0.0759
"Loeffler, Kelly",AIZ,2020/03/20,2020/03/20,2020/03/27,0.2027,2020/04/03,0.1396,2020/04/17,0.2029,2020/05/15,0.0219,2020/07/10,0.1411,2020/10/30,0.4285,2021/03/19,0.6413
"Peters, Gary C.",QCOM,2015/04/14,2015/04/14,2015/04/21,-0.0035,2015/04/28,0.0075,2015/05/12,-0.0049,2015/06/09,-0.0258,2015/08/04,-0.0708,2015/11/24,-0.2845,2016/04/12,-0.2649
"Lee, Susie",TTEK,2020/12/22,2020/12/22,2020/12/29,0.0011,2021/01/05,-0.0043,2021/01/19,0.1477,2021/02/16,0.1654,2021/04/13,0.2015,2021/08/03,0.1462,2021/12/21,0.3975
"Perdue Jr., David A.",PFE,2017/02/17,2017/02/17,2017/02/24,0.0138,2017/03/03,0.0236,2017/03/17,0.0213,2017/04/14,0.0069,2017/06/09,-0.0427,2017/09/29,0.0539,2018/02/16,0.073
"Cisneros, Gilbert",WAB,2020/03/18,2020/03/18,2020/03/25,0.13,2020/04/01,0.1184,2020/04/15,0.1916,2020/05/13,0.2397,2020/07/08,0.3889,2020/10/28,0.3753,2021/03/17,0.8624
"Perdue Jr., David A.",WMB,2016/12/12,2016/12/12,2016/12/19,0.0214,2016/12/26,0.0422,2017/01/09,0.0564,2017/02/06,-0.0325,2017/04/03,-0.0254,2017/07/24,0.0435,2017/12/11,-0.0519
"Rice, Tom",TDY,2020/01/08,2020/01/08,2020/01/15,0.0305,2020/01/22,0.0657,2020/02/05,0.0422,2020/03/04,-0.0052,2020/04/29,-0.0733,2020/08/19,-0.122,2021/01/06,0.0264
"Carper, Thomas R.",WW,2019/02/27,2019/02/27,2019/03/06,0.0723,2019/03/13,0.0472,2019/03/27,0.0232,2019/04/24,-0.0635,2019/06/19,0.0779,2019/10/09,0.857,2020/02/26,0.7649
"Shalala, Donna",BERY,2019/04/30,2019/04/30,2019/05/07,-0.0983,2019/05/14,-0.1533,2019/05/28,-0.1828,2019/06/25,-0.1279,2019/08/20,-0.3218,2019/12/10,-0.1999,2020/04/28,-0.3241
"Beyer, Donald S.",TGT,2020/11/17,2020/11/17,2020/11/24,0.0975,2020/12/01,0.1016,2020/12/15,0.056,2021/01/12,0.2144,2021/03/09,0.1006,2021/06/29,0.4897,2021/11/16,0.6305
"Lee, Susie",GO,2020/01/28,2020/01/28,2020/02/04,-0.0416,2020/02/11,-0.0939,2020/02/25,-0.067,2020/03/24,-0.0199,2020/05/19,0.1406,2020/09/08,0.1615,2021/01/26,0.2282
"Hern, Kevin",BA,2020/10/16,2020/10/16,2020/10/23,-0.0129,2020/10/30,-0.1466,2020/11/13,0.0742,2020/12/11,0.3636,2021/02/05,0.2324,2021/05/28,0.451,2021/10/15,0.2794
"Cisneros, Gilbert",CSGP,2020/03/27,2020/03/27,2020/04/03,-0.0709,2020/04/10,0.0693,2020/04/24,0.0215,2020/05/22,0.1358,2020/07/17,0.2205,2020/11/06,0.5654,2021/03/26,0.4044
"Roberts, Pat",WMT,2020/03/24,2020/03/24,2020/03/31,0.0007,2020/04/07,0.0851,2020/04/21,0.1334,2020/05/19,0.123,2020/07/14,0.1437,2020/11/03,0.2495,2021/03/23,0.1629
"Perdue Jr., David A.",AXTA,2017/08/03,2017/08/03,2017/08/10,-0.0402,2017/08/17,-0.0017,2017/08/31,0.014,2017/09/28,-0.0109,2017/11/23,0.2291,2018/03/15,0.0525,2018/08/02,0.0301
"Beyer, Donald S.",NVS,2020/01/27,2020/01/27,2020/02/03,0.0106,2020/02/10,0.0351,2020/02/24,-0.018,2020/03/23,-0.2261,2020/05/18,-0.0907,2020/09/07,-0.0675,2021/01/25,0.0442
"Inhofe, James M.",DHR,2018/07/26,2018/07/26,2018/08/02,-0.0251,2018/08/09,-0.0192,2018/08/23,-0.0351,2018/09/20,0.0378,2018/11/15,-0.0357,2019/03/07,0.1965,2019/07/25,0.3739
"Reed, John F.",MSFT,2015/04/23,2015/04/23,2015/04/30,0.1357,2015/05/07,0.0792,2015/05/21,0.0949,2015/06/18,0.0759,2015/08/13,0.0831,2015/12/03,0.2695,2016/04/21,0.2921
"Whitehouse, Sheldon",AMGN,2016/05/24,2016/05/24,2016/05/31,0.0394,2016/06/07,0.0481,2016/06/21,-0.0111,2016/07/19,0.0769,2016/09/13,0.1186,2017/01/03,-0.0172,2017/05/23,0.0112
"Cisneros, Gilbert",RPD,2020/11/24,2020/11/24,2020/12/01,0.0321,2020/12/08,0.0483,2020/12/22,0.2634,2021/01/19,0.217,2021/03/16,0.095,2021/07/06,0.3674,2021/11/23,0.7261
"Reed, John F.",VWO,2014/07/28,2014/07/28,2014/08/04,-0.0153,2014/08/11,-0.0166,2014/08/25,0.0058,2014/09/22,-0.0351,2014/11/17,-0.0747,2015/03/09,-0.1091,2015/07/27,-0.1648
"Gianforte, Greg",CNI,2020/01/13,2020/01/13,2020/01/20,0.0347,2020/01/27,0.0057,2020/02/10,0.0148,2020/03/09,-0.1545,2020/05/04,-0.1413,2020/08/24,0.1456,2021/01/11,0.2409
"Whitehouse, Sheldon",MCK,2016/11/15,2016/11/15,2016/11/22,-0.0133,2016/11/29,-0.0069,2016/12/13,0.0291,2017/01/10,0.0268,2017/03/07,0.0342,2017/06/27,0.1701,2017/11/14,-0.0474
"Cassidy, William",XOM,2018/04/25,2018/04/25,2018/05/02,-0.0228,2018/05/09,0.0132,2018/05/23,0.0362,2018/06/20,0.0273,2018/08/15,-0.0172,2018/12/05,-0.0111,2019/04/24,0.049
"Curtis, John",PEP,2020/03/27,2020/03/27,2020/04/03,0.0213,2020/04/10,0.083,2020/04/24,0.0941,2020/05/22,0.0707,2020/07/17,0.107,2020/11/06,0.142,2021/03/26,0.1628
"Cisneros, Gilbert",GDDY,2020/11/18,2020/11/18,2020/11/25,0.0133,2020/12/02,0.0589,2020/12/16,0.1633,2021/01/13,0.0772,2021/03/10,-0.0286,2021/06/30,0.1431,2021/11/17,-0.0433
"Perdue Jr., David A.",BWXT,2018/12/20,2018/12/20,2018/12/27,-0.0571,2019/01/03,-0.0205,2019/01/17,0.0876,2019/02/14,0.2727,2019/04/11,0.3063,2019/08/01,0.3492,2019/12/19,0.6007
"Carper, Thomas R.",NXTG,2020/07/07,2020/07/07,2020/07/14,0.0043,2020/07/21,0.0402,2020/08/04,0.0659,2020/09/01,0.0765,2020/10/27,0.0857,2021/02/16,0.3423,2021/07/06,0.3567
"Gianforte, Greg",HXGBY,2020/03/18,2020/03/18,2020/03/25,-0.0044,2020/04/01,0.0087,2020/04/15,0.1011,2020/05/13,0.1997,2020/07/08,0.5013,2020/10/28,0.8631,2021/03/17,1.2415
"Carper, Thomas R.",APO,2020/04/02,2020/04/02,2020/04/09,0.289,2020/04/16,0.146,2020/04/30,0.3431,2020/05/28,0.5669,2020/07/23,0.7395,2020/11/12,0.4055,2021/04/01,0.5565
"Collins, Susan M.",TFX,2014/11/10,2014/11/10,2014/11/17,0.0114,2014/11/24,0.0298,2014/12/08,0.0413,2015/01/05,-0.0145,2015/03/02,0.0729,2015/06/22,0.1867,2015/11/09,0.1676
"Gottheimer, Josh",ALGN,2020/11/06,2020/11/06,2020/11/13,-0.056,2020/11/20,-0.0777,2020/12/04,0.0698,2021/01/01,0.1158,2021/02/26,0.167,2021/06/18,0.2572,2021/11/05,0.4083
"Axne, Cynthia",JNJ,2020/02/13,2020/02/13,2020/02/20,-0.0138,2020/02/27,-0.0572,2020/03/12,-0.1418,2020/04/09,-0.0506,2020/06/04,-0.0232,2020/09/24,-0.041,2021/02/11,0.1065
"Shalala, Donna",PRA,2019/06/04,2019/06/04,2019/06/11,-0.005,2019/06/18,-0.0188,2019/07/02,-0.0533,2019/07/30,-0.0149,2019/09/24,0.0474,2020/01/14,-0.071,2020/06/02,-0.6323
"Carper, Thomas R.",FDN,2020/04/02,2020/04/02,2020/04/09,0.115,2020/04/16,0.1524,2020/04/30,0.2402,2020/05/28,0.3499,2020/07/23,0.5061,2020/11/12,0.6508,2021/04/01,0.8702
"Capito, Shelley M.",JNJ,2020/03/03,2020/03/03,2020/03/10,0.0076,2020/03/17,-0.0347,2020/03/31,-0.0304,2020/04/28,0.1084,2020/06/23,0.0462,2020/10/13,0.0868,2021/03/02,0.1652
"Gianforte, Greg",AHEXY,2020/03/18,2020/03/18,2020/03/25,0.1046,2020/04/01,0.0706,2020/04/15,0.1342,2020/05/13,0.2118,2020/07/08,0.3992,2020/10/28,0.4555,2021/03/17,0.9936
"Perdue Jr., David A.",PBA,2019/05/30,2019/05/30,2019/06/06,0.0125,2019/06/13,0.009,2019/06/27,0.0229,2019/07/25,0.0472,2019/09/19,0.0409,2020/01/09,0.0834,2020/05/28,-0.2881
"Gianforte, Greg",MDIBY,2020/03/19,2020/03/19,2020/03/26,0.3511,2020/04/02,0.2525,2020/04/16,0.1982,2020/05/14,0.1869,2020/07/09,0.6852,2020/10/29,0.6161,2021/03/18,1.607
"Phillips, Dean",TFC,2020/07/30,2020/07/30,2020/08/06,0.0197,2020/08/13,0.0664,2020/08/27,0.0509,2020/09/24,-0.0287,2020/11/19,0.2671,2021/03/11,0.591,2021/07/29,0.5048
"Lee, Susie",SAIC,2020/04/28,2020/04/28,2020/05/05,-0.0803,2020/05/12,-0.0557,2020/05/26,-0.0057,2020/06/23,-0.0925,2020/08/18,-0.0435,2020/12/08,0.0977,2021/04/27,-0.0049
"Murray, Patty",MSFT,2017/03/16,2017/03/16,2017/03/23,0.0074,2017/03/30,0.0177,2017/04/13,0.0136,2017/05/11,0.0604,2017/07/06,0.0607,2017/10/26,0.2256,2018/03/15,0.4521
"Phillips, Dean",SEE,2020/04/02,2020/04/02,2020/04/09,0.2247,2020/04/16,0.1303,2020/04/30,0.1748,2020/05/28,0.3286,2020/07/23,0.5213,2020/11/12,0.701,2021/04/01,0.8379
"Moran, Jerry",JNJ,2019/09/25,2019/09/25,2019/10/02,0.0157,2019/10/09,-0.0078,2019/10/23,-0.0086,2019/11/20,0.0329,2020/01/15,0.1216,2020/05/06,0.1396,2020/09/23,0.1151
"Schrader, Kurt",ROST,2020/06/05,2020/06/05,2020/06/12,-0.0953,2020/06/19,-0.0942,2020/07/03,-0.1243,2020/07/31,-0.1383,2020/09/25,-0.1584,2021/01/15,0.1228,2021/06/04,0.1585
"Cisneros, Gilbert",NKE,2020/02/24,2020/02/24,2020/03/02,-0.0586,2020/03/09,-0.1282,2020/03/23,-0.3373,2020/04/20,-0.0799,2020/06/15,-0.0042,2020/10/05,0.3257,2021/02/22,0.4493
"Beyer, Donald S.",ISRG,2019/12/23,2019/12/23,2019/12/30,0.0031,2020/01/06,-0.0015,2020/01/20,0.0106,2020/02/17,0.0147,2020/04/13,-0.1677,2020/08/03,0.1611,2020/12/21,0.3124
"Lee, Susie",GO,2020/01/30,2020/01/30,2020/02/06,-0.0436,2020/02/13,-0.0283,2020/02/27,-0.0693,2020/03/26,0.0312,2020/05/21,0.1469,2020/09/10,0.1844,2021/01/28,0.3673
"Axne, Cynthia",AMT,2020/12/10,2020/12/10,2020/12/17,0.0075,2020/12/24,-0.011,2021/01/07,-0.0141,2021/02/04,0.0593,2021/04/01,0.0842,2021/07/22,0.2693,2021/12/09,0.2441
"Perdue Jr., David A.",BWXT,2019/01/04,2019/01/04,2019/01/11,0.0339,2019/01/18,0.123,2019/02/01,0.1899,2019/03/01,0.33,2019/04/26,0.3081,2019/08/16,0.4266,2020/01/03,0.6469
"Capito, Shelley M.",CL,2018/04/05,2018/04/05,2018/04/12,-0.0057,2018/04/19,-0.0216,2018/05/03,-0.118,2018/05/31,-0.1139,2018/07/26,-0.0668,2018/11/15,-0.1333,2019/04/04,-0.0576
"Perdue Jr., David A.",GM,2017/04/28,2017/04/28,2017/05/05,-0.0393,2017/05/12,-0.0329,2017/05/26,-0.0631,2017/06/23,-0.0212,2017/08/18,-0.0006,2017/12/08,0.207,2018/04/27,0.0859
"Gianforte, Greg",JKHY,2020/05/07,2020/05/07,2020/05/14,0.0099,2020/05/21,0.032,2020/06/04,-0.0249,2020/07/02,0.018,2020/08/27,-0.0859,2020/12/17,-0.116,2021/05/06,-0.1357
"Beyer, Donald S.",NVS,2020/01/14,2020/01/14,2020/01/21,0.0143,2020/01/28,0.0088,2020/02/11,0.0404,2020/03/10,-0.1095,2020/05/05,-0.0987,2020/08/25,-0.0817,2021/01/12,-0.0079
"Moran, Jerry",XOM,2020/03/10,2020/03/10,2020/03/17,-0.1839,2020/03/24,-0.2076,2020/04/07,-0.0368,2020/05/05,0.0467,2020/06/30,0.0048,2020/10/20,-0.2332,2021/03/09,0.378
"Perdue Jr., David A.",GPK,2020/02/25,2020/02/25,2020/03/03,0.0025,2020/03/10,-0.0351,2020/03/24,-0.1924,2020/04/21,-0.0536,2020/06/16,0.0168,2020/10/06,0.0261,2021/02/23,0.1509
"Capito, Shelley M.",PII,2018/04/05,2018/04/05,2018/04/12,0.0527,2018/04/19,0.0417,2018/05/03,-0.0862,2018/05/31,-0.0388,2018/07/26,-0.0794,2018/11/15,-0.197,2019/04/04,-0.2383
"Conaway, K. M.",IVZ,2020/01/16,2020/01/16,2020/01/23,0.0083,2020/01/30,-0.0399,2020/02/13,0.005,2020/03/12,-0.4674,2020/05/07,-0.5712,2020/08/27,-0.4118,2021/01/14,0.101
"Perdue Jr., David A.",BAC,2016/03/15,2016/03/15,2016/03/22,0.0178,2016/03/29,-0.007,2016/04/12,-0.027,2016/05/10,0.0515,2016/07/05,-0.0526,2016/10/25,0.2412,2017/03/14,0.867
"Perdue Jr., David A.",DISCA,2015/03/18,2015/03/18,2015/03/25,0.0093,2015/04/01,-0.0233,2015/04/15,0.0545,2015/05/13,0.0038,2015/07/08,0.0612,2015/10/28,-0.0781,2016/03/16,-0.1138
"Foxx, Virginia",LAND,2020/09/02,2020/09/02,2020/09/09,0.0226,2020/09/16,0.0259,2020/09/30,-0.0095,2020/10/28,-0.089,2020/12/23,-0.0618,2021/04/14,0.3037,2021/09/01,0.5524
"Whitehouse, Sheldon",ORCL,2014/05/29,2014/05/29,2014/06/05,0.003,2014/06/12,0.0076,2014/06/26,-0.0393,2014/07/24,-0.0334,2014/09/18,-0.0101,2015/01/08,0.0418,2015/05/28,0.0486
"Lowenthal, Alan S.",KTOS,2020/09/10,2020/09/10,2020/09/17,0.0871,2020/09/24,-0.0652,2020/10/08,0.0596,2020/11/05,0.0359,2020/12/31,0.3944,2021/04/22,0.3536,2021/09/09,0.1992
"Hern, Kevin",OKE,2020/08/14,2020/08/14,2020/08/21,-0.0805,2020/08/28,-0.0518,2020/09/11,-0.1045,2020/10/09,0.0027,2020/12/04,0.369,2021/03/26,0.728,2021/08/13,0.8087
"Green, Mark",GEL,2020/10/05,2020/10/05,2020/10/12,-0.0103,2020/10/19,-0.04,2020/11/02,-0.1386,2020/11/30,0.3655,2021/01/25,0.2248,2021/05/17,0.9559,2021/10/04,1.1458
"Conaway, K. M.",SPY,2020/02/10,2020/02/10,2020/02/17,0.0104,2020/02/24,-0.0167,2020/03/09,-0.1626,2020/04/06,-0.2264,2020/06/01,-0.0851,2020/09/21,-0.0256,2021/02/08,0.1696
"Perdue Jr., David A.",SBUX,2016/05/05,2016/05/05,2016/05/12,-0.0015,2016/05/19,-0.0352,2016/06/02,-0.0294,2016/06/30,0.0082,2016/08/25,0.0139,2016/12/15,0.0262,2017/05/04,0.075
"Cisneros, Gilbert",SUPN,2020/07/17,2020/07/17,2020/07/24,-0.0256,2020/07/31,-0.052,2020/08/14,-0.0141,2020/09/11,-0.1147,2020/11/06,-0.0247,2021/02/26,0.1357,2021/07/16,0.0887
"Toomey, Patrick J.",EEM,2015/02/27,2015/02/27,2015/03/06,-0.0355,2015/03/13,-0.063,2015/03/27,-0.0356,2015/04/24,0.0733,2015/06/19,-0.0155,2015/10/09,-0.1183,2016/02/26,-0.258
"Phillips, Dean",PHG,2020/02/21,2020/02/21,2020/02/28,-0.12,2020/03/06,-0.1271,2020/03/20,-0.2857,2020/04/17,-0.1474,2020/06/12,-0.0558,2020/10/02,-0.0191,2021/02/19,0.1827
"Loeffler, Kelly",DAL,2020/04/07,2020/04/07,2020/04/14,0.0287,2020/04/21,-0.0247,2020/05/05,-0.0574,2020/06/02,0.1083,2020/07/28,0.0815,2020/11/17,0.5646,2021/04/06,1.1435
